InChiKey,SMILE,Ca,Cn,Pl,Fp,Af,Max,Average,Stddev,pert_iname
QDWKGEFGLQMDAM-JJIBRWJFSA-N,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2\C(=O)Nc3ccc(cc23)-c2csc(n2)-c2ccccc2)c1C,"0,06700","0,05495","0,05462","0,04243","0,08175","0,08175","0,06015","0,01488",
QIHLUZAFSSMXHQ-UHFFFAOYSA-N,CC(C)(C)N1CCC(CC1)(c1ccccc1)c1ccccc1,"0,06543","0,05362","0,05318","0,04080","0,08174","0,08174","0,05895","0,01543",
HWXVIOGONBBTBY-ONEGZZNKSA-N,C(CN1CCCC1)Oc1ccc2Nc3nccc(n3)-c3cccc(COC\C=C\COCc1c2)c3,"0,06325","0,05058","0,04962","0,03727","0,08173","0,08173","0,05649","0,01684",
DPVGXUNWCVEIGT-UHFFFAOYSA-N,CC1(C)CCC(C)(C)c2cc(ccc12)C1(SCCS1)c1ccc2cc(ccc2c1)C(O)=O,"0,06490","0,05195","0,05187","0,03896","0,08172","0,08172","0,05788","0,01618",
IQNVEOMHJHBNHC-UHFFFAOYSA-N,COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1nccc(n1)-c1c[nH]c2ccccc12,"0,06648","0,05410","0,05348","0,04131","0,08171","0,08171","0,05941","0,01532",
HELCSESNNDZLFM-UHFFFAOYSA-N,Ic1ccc(cc1)C(=O)NC1CCN(Cc2ccccc2)CC1,"0,06666","0,05538","0,05492","0,04283","0,08170","0,08170","0,06030","0,01464",
ZSBWDKCIIZYQIR-UHFFFAOYSA-N,Cc1cccc(Cl)c1NC(=O)Nc1ccncc1,"0,06766","0,05628","0,05599","0,04377","0,08170","0,08170","0,06108","0,01429",
KSMZEXLVHXZPEF-UHFFFAOYSA-N,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1,"0,06645","0,05421","0,05372","0,04165","0,08170","0,08170","0,05955","0,01517",
RLLPVAHGXHCWKJ-PKOBYXMFSA-N,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,"0,06759","0,05603","0,05557","0,04334","0,08168","0,08168","0,06084","0,01447",
KGFYHTZWPPHNLQ-AWEZNQCLSA-N,Clc1ccc(s1)C(=O)NC[C@H]1CN(C(=O)O1)c1ccc(cc1)N1CCOCC1=O,"0,06562","0,05393","0,05359","0,04128","0,08168","0,08168","0,05922","0,01522",
WKDNQONLGXOZRG-HRNNMHKYSA-N,CO[C@H]1CC[C@@]2(Cc3ccc(cc3[C@@]22N=C(C)C(N)=N2)-c2cncc(c2)C#CC)CC1,"0,06532","0,05288","0,05245","0,03973","0,08168","0,08168","0,05841","0,01584",
HBDSHCUSXQATPO-BGBJRWHRSA-N,O\N=C1\C(\Nc2ccccc\12)=C1\C(=O)Nc2ccccc12,"0,06615","0,05423","0,05392","0,04174","0,08166","0,08166","0,05954","0,01508",
FPCCSQOGAWCVBH-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,"0,06587","0,05405","0,05353","0,04147","0,08166","0,08166","0,05932","0,01518",
DYHAMRNAHTWYKY-UHFFFAOYSA-N,Cc1cc2sc(NC(=O)Cc3ccccc3)nc2cc1Cl,"0,06777","0,05622","0,05579","0,04369","0,08166","0,08166","0,06103","0,01434",
NKYMVQPXXTZHSF-UHFFFAOYSA-N,Brc1cccc(c1)C1=NCC(=O)Nc2c1oc1ccccc21,"0,06650","0,05482","0,05460","0,04232","0,08164","0,08164","0,05998","0,01483",
DCXFIOLWWRXEQH-SSDOTTSWSA-N,COCc1nn2c(CN3C[C@@H](CC(F)(F)Cl)CC3=O)c(nc2s1)C(F)(F)F,"0,06690","0,05436","0,05380","0,04145","0,08164","0,08164","0,05963","0,01524",
DDTPGANIPBKTNU-UHFFFAOYSA-N,COc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)N1CCN(C)CC1,"0,06288","0,04919","0,04816","0,03565","0,08164","0,08164","0,05550","0,01750",
IAYGCINLNONXHY-LBPRGKRZSA-N,NC(=O)Nc1cc(sc1C(=O)N[C@H]1CCCNC1)-c1cccc(F)c1,"0,06732","0,05615","0,05609","0,04376","0,08162","0,08162","0,06099","0,01423",
MZOPWQKISXCCTP-UHFFFAOYSA-N,CC(C)(C)c1cc(C=C(C#N)C#N)cc(c1O)C(C)(C)C,"0,06758","0,05597","0,05598","0,04336","0,08160","0,08160","0,06090","0,01440",
"InChI=1S/C18H22N2O/c1-17(2,3)14-8-12(7-13(10-19)11-20)9-15(16(14)21)18(4,5)6/h7-9,21H,1-6H3",CC(C)(C)c1cc(C=C(C#N)C#N)cc(c1O)C(C)(C)C,"0,06758","0,05597","0,05598","0,04336","0,08160","0,08160","0,06090","0,01440",
IWYJYHUNXVAVAA-OAHLLOKOSA-N,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,"0,06570","0,05389","0,05333","0,04109","0,08160","0,08160","0,05912","0,01529",
QTRXIFVSTWXRJJ-UHFFFAOYSA-N,Cn1c2ncn(CC(=O)Nc3ccc(nn3)-c3ccccc3)c2c(=O)n(C)c1=O,"0,06678","0,05483","0,05426","0,04219","0,08160","0,08160","0,05993","0,01491",
ZGSXEXBYLJIOGF-ALFLXDJESA-N,O=C(Nc1cccc2cccnc12)c1ccc(cc1)N1C(=O)[C@H]2[C@@H]3C[C@@H](C=C3)[C@H]2C1=O,"0,06665","0,05504","0,05460","0,04242","0,08159","0,08159","0,06006","0,01477",
ZGSXEXBYLJIOGF-BTYSMDAFSA-N,O=C(Nc1cccc2cccnc12)c1ccc(cc1)N1C(=O)[C@H]2[C@H]3C[C@H](C=C3)[C@H]2C1=O,"0,06665","0,05504","0,05460","0,04242","0,08159","0,08159","0,06006","0,01477",
WRFHGDPIDHPWIQ-UHFFFAOYSA-N,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(c(COCC)c1)-c1ccccc1S(=O)(=O)Nc1noc(C)c1C,"0,06615","0,05473","0,05473","0,04222","0,08158","0,08158","0,05988","0,01479",
PGXYIBJJCLWJST-MUUNZHRXSA-N,CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1oc2cc(Cl)ccc2c(=O)c1Cc1ccccc1,"0,06770","0,05630","0,05603","0,04381","0,08157","0,08157","0,06108","0,01423",
ZCBUQCWBWNUWSU-SFHVURJKSA-N,CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c3cn(CCO1)c1ccccc31)c1ccccc21,"0,06357","0,05123","0,05072","0,03838","0,08155","0,08155","0,05709","0,01632",
HUUSXLKCTQDPGL-UHFFFAOYSA-N,CC(C)(O)c1coc(c1)S(=O)(=O)NC(=O)Nc1c2CCCc2cc2CCCc12,"0,06579","0,05442","0,05467","0,04188","0,08154","0,08154","0,05966","0,01487",
VAZAPHZUAVEOMC-UHFFFAOYSA-N,CC(=O)Nc1ccc(cc1)C(=O)Nc1ccccc1N,"0,06772","0,05678","0,05666","0,04431","0,08154","0,08154","0,06140","0,01398",
SNPPEHMSSOEYDH-UHFFFAOYSA-N,CNc1nn2c(C)c(N(C)C)c(C)nc2c1S(=O)(=O)c1ccccc1,"0,06660","0,05484","0,05466","0,04219","0,08153","0,08153","0,05996","0,01483",
HWNUSGNZBAISFM-UHFFFAOYSA-N,Cc1ccc(cc1)S(=O)(=O)OCC(=O)Nc1ccc(C(O)=O)c(O)c1,"0,06802","0,05702","0,05703","0,04464","0,08151","0,08151","0,06165","0,01385",
UZTPLPOYSVSMBU-UHFFFAOYSA-N,CN(C)CC1=CC=C[C@@]1(CNc1ccnc2cc(Cl)ccc12)[Fe]C1C=CC=C1,"0,06705","0,05538","0,05519","0,04276","0,08149","0,08149","0,06037","0,01460",
GPTONYMQFTZPKC-UHFFFAOYSA-N,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,"0,06723","0,05606","0,05573","0,04346","0,08148","0,08148","0,06079","0,01430",
OEXMNSOPAKOPEF-UHFFFAOYSA-N,CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)cc2)cc1,"0,06780","0,05682","0,05670","0,04440","0,08147","0,08147","0,06144","0,01393",
XGALLCVXEZPNRQ-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,"0,06487","0,05244","0,05165","0,03969","0,08146","0,08146","0,05802","0,01585",
QRPZBKAMSFHVRW-UHFFFAOYSA-N,COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(CC3)C(=O)c3ccccc3)c12,"0,06588","0,05375","0,05313","0,04111","0,08146","0,08146","0,05907","0,01528",
BBVNTTZIOTWDSV-UHFFFAOYSA-N,Cc1cnc(c(C)c1)-c1cc(ncc1Cl)N1CCN(CC1)C(=O)CCS(C)(=O)=O,"0,06598","0,05417","0,05372","0,04158","0,08146","0,08146","0,05938","0,01506",
QDMAKDIDFJTXEL-UHFFFAOYSA-N,Cc1c(noc1-c1ccc(Cl)cc1)C1CCN(CCc2ccccc2)CC1,"0,06525","0,05317","0,05258","0,04053","0,08146","0,08146","0,05860","0,01548",
MLPSDBJCWIYSEA-UHFFFAOYSA-N,CNC(=O)c1ccc2C(=O)c3ccccc3S(=O)(=O)c2c1,"0,06694","0,05596","0,05594","0,04350","0,08145","0,08145","0,06076","0,01424",
BQNXBSYSQXSXPT-UHFFFAOYSA-N,Clc1cccc(Cl)c1CSc1nnc(s1)-c1cnccn1,"0,06715","0,05490","0,05420","0,04223","0,08145","0,08145","0,05999","0,01489",
YTRMTPPVNRALON-UHFFFAOYSA-N,OC(=O)c1cc(nc2ccccc12)-c1ccccc1,"0,06751","0,05608","0,05561","0,04347","0,08145","0,08145","0,06082","0,01432",
KLGQSVMIPOVQAX-UHFFFAOYSA-N,FC(F)(F)c1ccc(cc1)-c1nc(=O)c2CSCCc2[nH]1,"0,06635","0,05449","0,05403","0,04176","0,08144","0,08144","0,05961","0,01498",
QXWZQTURMXZVHJ-UHFFFAOYSA-N,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(n1)-c1ccccc1,"0,06740","0,05626","0,05606","0,04381","0,08143","0,08143","0,06099","0,01415",
JGPJQFOROWSRRS-UHFFFAOYSA-N,Cc1nnc2CN=C(c3cc(CCC(=O)N4CCOCC4)sc3-n12)c1ccccc1Cl,"0,06499","0,05283","0,05236","0,04017","0,08142","0,08142","0,05835","0,01560",
TXGKRVFSSHPBAJ-JKSUJKDBSA-N,N[C@H]1CCCC[C@H]1Nc1ncc(C(N)=O)c(Nc2cccc(c2)-n2nccn2)n1,"0,06639","0,05492","0,05457","0,04221","0,08141","0,08141","0,05990","0,01475",
"InChI=1S/C19H23N9O/c20-15-6-1-2-7-16(15)26-19-22-11-14(17(21)29)18(27-19)25-12-4-3-5-13(10-12)28-23-8-9-24-28/h3-5,8-11,15-16H,1-2,6-7,20H2,(H2,21,29)(H2,22,25,26,27)/t15-,16+/m0/s1",N[C@H]1CCCC[C@H]1Nc1ncc(C(N)=O)c(Nc2cccc(c2)-n2nccn2)n1,"0,06639","0,05492","0,05457","0,04221","0,08141","0,08141","0,05990","0,01475",
DFJSJLGUIXFDJP-UHFFFAOYSA-N,CNC(=O)CN1CCC(CC1)Oc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,"0,06585","0,05385","0,05330","0,04130","0,08140","0,08140","0,05914","0,01517",
IIXWYSCJSQVBQM-UHFFFAOYSA-N,C[C@H]1Oc2cc(cnc2N)-c2c(CN(C)C(=O)c3ccc(F)cc13)nn(C)c2C#N,"0,06539","0,05265","0,05206","0,03992","0,08139","0,08139","0,05828","0,01575",
IIXWYSCJSQVBQM-UHFFFAOYSA-N,C[C@H]1Oc2cc(cnc2N)-c2c(CN(C)C(=O)c3ccc(F)cc13)nn(C)c2C#N,"0,06539","0,05265","0,05206","0,03992","0,08139","0,08139","0,05828","0,01575",
KHOITXIGCFIULA-UHFFFAOYSA-N,CC(=O)Oc1ccc(cc1)C(c1ccc(OC(C)=O)cc1)c1ccccn1,"0,06720","0,05585","0,05535","0,04325","0,08138","0,08138","0,06061","0,01437",
NWWZMECSQFUIGC-UHFFFAOYSA-O,CCC[n+]1cc(Br)cc(c1)C(=O)N(CCC(=O)NCCOC(=O)N1CCc2ccccc2C1)c1ccccc1,"0,06697","0,05585","0,05575","0,04345","0,08136","0,08136","0,06068","0,01425",
WEUCDJCFJHYFRL-IBGZPJMESA-N,CN1CCCN(CC1)[C@@H](c1ccccc1)c1ccc(Cl)cc1,"0,06461","0,05274","0,05196","0,03989","0,08136","0,08136","0,05811","0,01566",
AFZWZVLPIMHLSE-UHFFFAOYSA-N,Cc1cc(C)n(c1)S(=O)(=O)c1c(C)cc(C)cc1C,"0,06676","0,05534","0,05526","0,04288","0,08135","0,08135","0,06032","0,01448",
VLULRUCCHYVXOH-UHFFFAOYSA-N,Cc1ccccc1CN1C2=NCCN2C2=C(CN(Cc3ccccc3)CC2)C1=O,"0,06325","0,05085","0,05038","0,03803","0,08133","0,08133","0,05677","0,01638",
RSAQARAFWMUYLL-UHFFFAOYSA-N,Cc1ccccc1CN1C2=NCCN2C(=O)C2=C1CCN(Cc1ccccc1)C2,"0,06325","0,05085","0,05038","0,03803","0,08133","0,08133","0,05677","0,01638",
UQGKUQLKSCSZGY-UHFFFAOYSA-N,CCCc1nc(c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)C(C)(C)O,"0,06719","0,05511","0,05501","0,04264","0,08131","0,08131","0,06025","0,01463",
OWRCNXZUPFZXOS-UHFFFAOYSA-N,N=C(Nc1ccccc1)Nc1ccccc1,"0,06712","0,05612","0,05581","0,04365","0,08131","0,08131","0,06080","0,01416",
BGFHMYJZJZLMHW-UHFFFAOYSA-N,CC(C)n1cnc2c(NCCc3ccc(O)cc3)nc(nc12)-c1csc2ccccc12,"0,06727","0,05538","0,05483","0,04281","0,08128","0,08128","0,06032","0,01457",
RUVMMEREJMHLOS-LBPRGKRZSA-N,FC(F)(F)C1=C[C@H](C2=C(CCCC2=O)N1)c1cccc(c1)C#N,"0,06551","0,05355","0,05315","0,04085","0,08128","0,08128","0,05887","0,01526",
UJZDIKVQFMCLBE-UHFFFAOYSA-N,CCc1ccc(NC(=O)Nc2c[nH]c3ccccc23)cc1,"0,06725","0,05587","0,05552","0,04346","0,08127","0,08127","0,06067","0,01426",
XYKWNRUXCOIMFZ-UHFFFAOYSA-N,COc1ccc(cc1)-n1nc(CCC(=O)N(C)O)cc1-c1ccc(Cl)cc1,"0,06711","0,05538","0,05488","0,04291","0,08127","0,08127","0,06031","0,01451",
HTGCJAAPDHZCHL-SANMLTNESA-N,C[C@@]1(CN2CCC(CC2)n2c3ccccc3[nH]c2=O)OCc2ccccc2-n2cccc12,"0,06378","0,05151","0,05099","0,03879","0,08127","0,08127","0,05727","0,01607",
WTDWVLJJJOTABN-UHFFFAOYSA-N,CNC(=O)c1c(oc2cc(N(CCO)S(C)(=O)=O)c(cc12)C1CC1)-c1ccc(F)cc1,"0,06699","0,05566","0,05556","0,04335","0,08126","0,08126","0,06056","0,01427",
SOHCKWZVTCTQBG-UHFFFAOYSA-N,NCCc1c[nH]c2ccc(OCC(=O)N3CCN(CC3)c3ccc(cc3)C#N)cc12,"0,06622","0,05474","0,05411","0,04221","0,08126","0,08126","0,05971","0,01474",
CYOHGALHFOKKQC-UHFFFAOYSA-N,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO,"0,06779","0,05600","0,05565","0,04366","0,08125","0,08125","0,06087","0,01423",
FBNPHFBYHYNMHC-JYFOCSDGSA-N,COc1cccc(\C=N\N=C\c2cccc(OC)c2)c1,"0,06699","0,05526","0,05452","0,04264","0,08124","0,08124","0,06013","0,01461",
ROCFOIBAEVAOLQ-UHFFFAOYSA-N,Cc1ccc(CNc2ncnc3ccc(cc23)-c2ccc(CO)o2)o1,"0,06701","0,05525","0,05486","0,04279","0,08124","0,08124","0,06023","0,01454",
BAWMMJAUVBLLEE-UHFFFAOYSA-N,OC(=O)COCCN1CCN(CC1)C(c1ccc(F)cc1)c1ccc(F)cc1,"0,06648","0,05495","0,05428","0,04236","0,08124","0,08124","0,05986","0,01468",
XZZYCJOGZYEPPW-UHFFFAOYSA-N,COc1ccccc1C1(O)CCN(CCCn2c3ccccc3c3ccccc23)CC1,"0,06442","0,05255","0,05213","0,03991","0,08123","0,08123","0,05805","0,01559",
MDMWHKZANMNXTF-UHFFFAOYSA-N,COC(=O)c1c(C)[nH]c(C)c1C(=O)c1ccccc1Cc1ccccc1,"0,06739","0,05580","0,05541","0,04340","0,08123","0,08123","0,06065","0,01430",
QPPBRPIAZZHUNT-UHFFFAOYSA-N,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,"0,06712","0,05598","0,05574","0,04343","0,08123","0,08123","0,06070","0,01421",
SGWLRDAOCLITOM-UHFFFAOYSA-N,CCOc1cc(ccc1Nc1ncc2cc(C)nc(NCC(C)(C)C)c2n1)-c1nncn1C,"0,06609","0,05363","0,05327","0,04095","0,08121","0,08121","0,05903","0,01525",
HQVZOORKDNCGCK-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,"0,06675","0,05479","0,05440","0,04214","0,08121","0,08121","0,05986","0,01477",
CWHUFRVAEUJCEF-UHFFFAOYSA-N,Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F,"0,06288","0,04947","0,04829","0,03580","0,08121","0,08121","0,05553","0,01726",
AZAANWYREOQRFB-SETSBSEESA-N,Fc1cc(F)cc(c1)[C@@H]1CNC2(CCCC2)C(=O)N1CC(=O)Nc1ccc2C[C@]3(Cc2c1)C(=O)Nc1ncccc31,"0,06303","0,04987","0,04934","0,03689","0,08120","0,08120","0,05607","0,01682",
MCMSJVMUSBZUCN-YYDJUVGSSA-N,COc1cc2CCn3c(c\c(=N/c4c(C)cc(C)cc4C)n(C)c3=O)-c2cc1OC,"0,06471","0,05179","0,05143","0,03911","0,08120","0,08120","0,05765","0,01598",
NBHPRWLFLUBAIE-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)NCCN1CCC(CC1)n1c2ccc(Cl)cc2[nH]c1=O,"0,06602","0,05430","0,05374","0,04184","0,08119","0,08119","0,05942","0,01487",
FBKMWOJEPMPVTQ-UHFFFAOYSA-N,NS(=O)(=O)NCCNc1nonc1C(NO)=Nc1ccc(F)c(Br)c1,"0,06794","0,05683","0,05692","0,04448","0,08118","0,08118","0,06147","0,01380",
PDOQBOJDRPLBQU-QMMMGPOBSA-N,C[C@H](Nc1ncc(Cl)c(Nc2cc(C)n[nH]2)n1)c1ncc(F)cn1,"0,06664","0,05442","0,05392","0,04166","0,08118","0,08118","0,05956","0,01497",
YZZAIQOVMHVWBS-UHFFFAOYSA-N,CN1c2cc3c(cc2N=C(c2ccc(cc2)C(O)=O)c2ccccc12)C(C)(C)CCC3(C)C,"0,06442","0,05168","0,05167","0,03891","0,08118","0,08118","0,05757","0,01598",
LLJFMFZYVVLQKT-UHFFFAOYSA-N,COc1ccc2c(c1)C(=O)N(CCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1)C(=O)C2(C)C,"0,06488","0,05326","0,05306","0,04072","0,08117","0,08117","0,05862","0,01523",
FECGNJPYVFEKOD-VMPITWQZSA-N,CN(C)Cc1ccc(cc1)S(=O)(=O)n1ccc(\C=C\C(=O)NO)c1,"0,06703","0,05609","0,05582","0,04365","0,08112","0,08112","0,06075","0,01408",
ZMGUKFHHNQMKJI-URFDALOKSA-N,COc1ccc(\C=C\C(O)=CC(=O)\C=C\c2ccc(OC)c(OC)c2)cc1OC,"0,06670","0,05466","0,05405","0,04199","0,08111","0,08111","0,05970","0,01482",
PDTYLGXVBIWRIM-UHFFFAOYSA-N,COc1nccc(n1)-c1c(ncn1C1CCNCC1)-c1ccc(F)cc1,"0,06534","0,05330","0,05258","0,04063","0,08110","0,08110","0,05859","0,01532",
OALHHIHQOFIMEF-UHFFFAOYSA-N,Oc1c(I)cc2c(Oc3c(I)c(O)c(I)cc3C22OC(=O)c3ccccc23)c1I,"0,06664","0,05482","0,05461","0,04236","0,08110","0,08110","0,05991","0,01463",
ZOIBZSZLMJDVDQ-UHFFFAOYSA-N,Cc1cc(C)c(CNC(=O)c2cc(cc3n(ncc23)C2CCCC2)-c2ccc(CN3CCOCC3)cc2)c(=O)[nH]1,"0,06394","0,05133","0,05075","0,03860","0,08109","0,08109","0,05714","0,01611",
KMKBEESNZAPKMP-AREMUKBSSA-N,Cc1c2C(=O)[C@H](Cc2cc(OCc2cccc(c2)-c2ccc(cc2)C(O)=O)c1C)C1CCCC1,"0,06536","0,05358","0,05328","0,04113","0,08109","0,08109","0,05889","0,01508",
OFHKDLYFKPBXER-UHFFFAOYSA-N,Nc1nc(SCc2ncc[nH]2)c(C#N)c(-c2ccc(O)cc2)c1C#N,"0,06711","0,05516","0,05452","0,04246","0,08109","0,08109","0,06007","0,01463",
ANGUXJDGJCHGOG-UHFFFAOYSA-N,Cc1ccc2c(cccc2n1)N1CCN(CCc2cccc(c2)N2CCNC2=O)CC1,"0,06312","0,05048","0,04969","0,03753","0,08107","0,08107","0,05638","0,01651",
ZKIAIYBUSXZPLP-UHFFFAOYSA-N,O=c1ccc2ccc(OCCCCN3CCN(CC3)c3cccc4sccc34)cc2[nH]1,"0,06475","0,05285","0,05231","0,04036","0,08105","0,08105","0,05826","0,01538",
MLKXDPUZXIRXEP-LQVWSKNFSA-N,CC1=C(CC(O)=O)c2cc(F)ccc2\C1=C/c1ccc(cc1)[S@@](C)=O,"0,06691","0,05522","0,05493","0,04262","0,08104","0,08104","0,06014","0,01450",
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,CC(C)n1nc(C)nc1-c1cn2CCOc3cc(ccc3-c2n1)-c1cnn(c1)C(C)(C)C(N)=O,"0,06564","0,05317","0,05281","0,04035","0,08104","0,08104","0,05860","0,01540",
"InChI=1S/C24H28N8O2/c1-14(2)32-22(27-15(3)29-32)19-13-30-8-9-34-20-10-16(6-7-18(20)21(30)28-19)17-11-26-31(12-17)24(4,5)23(25)33/h6-7,10-14H,8-9H2,1-5H3,(H2,25,33)",CC(C)n1nc(C)nc1-c1cn2CCOc3cc(ccc3-c2n1)-c1cnn(c1)C(C)(C)C(N)=O,"0,06564","0,05317","0,05281","0,04035","0,08104","0,08104","0,05860","0,01540",
YVAFBXLHPINSIK-QHCPKHFHSA-N,CCNCCS(=O)(=O)NC[C@]1(SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C)c1ccccc1,"0,06728","0,05624","0,05669","0,04385","0,08104","0,08104","0,06102","0,01393",
RZNUIYPHQFXBAN-XLIONFOSSA-N,C[C@@H](N[C@H]1CCN(C1)c1ccc(CC(O)=O)cc1)c1cccc2ccccc12,"0,06659","0,05527","0,05475","0,04276","0,08103","0,08103","0,06008","0,01443",
VCQGNUWOMLYNNG-UHFFFAOYSA-N,OC(=O)c1ccc(cc1)-c1ccc2cc(O)c(cc2c1)C12CC3CC(CC(C3)C1)C2,"0,06598","0,05433","0,05391","0,04180","0,08103","0,08103","0,05941","0,01481",
LDGIHZJOIQSHPB-UHFFFAOYSA-N,OC(=O)c1ccc2cc(ccc2c1)-c1ccc(O)c(c1)C12CC3CC(CC(C3)C1)C2,"0,06598","0,05433","0,05391","0,04180","0,08103","0,08103","0,05941","0,01481",
QFVAWNPSRQWSDU-UHFFFAOYSA-N,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,"0,06554","0,05403","0,05346","0,04146","0,08102","0,08102","0,05910","0,01492",
AXRYRYVKAWYZBR-GASGPIRDSA-N,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(cc1)-c1ccccn1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,"0,06747","0,05650","0,05652","0,04390","0,08102","0,08102","0,06108","0,01392",
KAAZGXDPUNNEFN-UHFFFAOYSA-N,CN1CCN(CC1)C1=Nc2ccccc2Sc2ccc(Cl)cc12,"0,06363","0,05149","0,05085","0,03880","0,08101","0,08101","0,05716","0,01597",
ZPLBXOVTSNRBFB-UHFFFAOYSA-N,COC(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)c2cccc(OC)c2)c1,"0,06488","0,05335","0,05300","0,04085","0,08098","0,08098","0,05861","0,01512",
SGEGOXDYSFKCPT-UHFFFAOYSA-N,NC(=O)c1cc2cc(ccc2o1)N1CCN(CCCCc2c[nH]c3ccc(cc23)C#N)CC1,"0,06589","0,05439","0,05392","0,04201","0,08098","0,08098","0,05944","0,01471",
RZKDEGZIFSJVNA-IBGZPJMESA-N,C[C@H]1CN(Cc2ccc(CC(=O)N3CCC(CC3)Nc3cccc(F)c3)cc2)CCN1,"0,06426","0,05237","0,05174","0,03963","0,08095","0,08095","0,05779","0,01561",
QADPYRIHXKWUSV-UHFFFAOYSA-N,CCN1CCN(CC1)c1ccc(Nc2cc(ncn2)N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)cc1,"0,06369","0,05086","0,05018","0,03791","0,08095","0,08095","0,05672","0,01633",
IJTPLVAAROHGGB-UHFFFAOYSA-N,Cc1ccc2c(Br)cc(Br)c(OC(=O)c3ccccc3)c2n1,"0,06697","0,05537","0,05493","0,04291","0,08094","0,08094","0,06022","0,01437",
CJXAEXPPLWQRFR-UHFFFAOYSA-N,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc23)cc1,"0,06467","0,05276","0,05201","0,04015","0,08094","0,08094","0,05811","0,01543",
OFCTYBMKKTVKCR-QQTULTPQSA-N,COc1ccc(cc1)C(=O)C(\Cc1cc(OC)c(OC)c(OC)c1)=C(/C(O)=O)c1ccc2OCOc2c1,"0,06628","0,05451","0,05405","0,04206","0,08092","0,08092","0,05956","0,01469",
OHCFGBLQZMYRTR-UHFFFAOYSA-M,O[Hg]c1c(O)c(Br)cc2c(-c3ccccc3C(O)=O)c3cc(Br)c(=O)cc3oc12,"0,06724","0,05555","0,05536","0,04321","0,08092","0,08092","0,06045","0,01425",
VYJPVPHNGWEIBT-UHFFFAOYSA-N,Cn1c2nc(Oc3cccc(Cl)c3)n(Cc3ccc(Cl)cc3)c2c(=O)n(CCCO)c1=O,"0,06597","0,05394","0,05332","0,04138","0,08091","0,08091","0,05910","0,01497",
GQLCLPLEEOUJQC-ZTQDTCGGSA-N,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)NCCNC(=O)COc2cccc(c2)[C@@H](CCc2ccc(OC)c(OC)c2)OC(=O)[C@@H]2CCCCN2C(=O)[C@@H](CC)c2cc(OC)c(OC)c(OC)c2)c1)c1cc(OC)c(OC)c(OC)c1,"0,06614","0,05383","0,05324","0,04031","0,08091","0,08091","0,05888","0,01533",
IAASQMCXDRISAV-CYBMUJFWSA-N,OC(=O)[C@@H](Cc1ccccc1)NC(=O)c1sc2cc(F)ccc2c1Cl,"0,06767","0,05665","0,05642","0,04431","0,08090","0,08090","0,06119","0,01377",
GPSZYOIFQZPWEJ-UHFFFAOYSA-N,Cc1nc(N)sc1-c1ccnc(Nc2ccc(cc2)N2CCOCC2)n1,"0,06458","0,05228","0,05158","0,03965","0,08088","0,08088","0,05779","0,01563",
